Pueblo Dam,,,,,,,
PMF Snow Only,,,,,,,
PMF Only Snowmelt,,,,,,,
3100100021,,,,,,,
4910,418864,,,,,,
4920,488871,,,,,,
4924,519654,,,,,,
4924.5,523636,,,,,,
4925,527626,,,,,,
4925.5,531626,,,,,,
4926,535626,,,,,,
4930,569747,,,,,,
4935,604527,,,,,,
9999,9999,,,,,,
4880.49,5000,,,,,,
4890,5000,,,,,,
4898.7,5000,,,,,,
4900,5000,,,,,,
4902,10000,,,,,,
4904,22500,,,,,,
4906,37500,,,,,,
4908,56000,,,,,,
4910,77000,,,,,,
4912,100000,,,,,,
4914,125000,,,,,,
4916,153000,,,,,,
4920,212000,,,,,,
4924,270000,,,,,,
4928,328000,,,,,,
4930,357000,,,,,,
4935,429500,,,,,,
9999,9999,,,,,,
